10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
46, 0
47, 1
48, 1
49, 1
50, 1
51, 1
52, 1
53, 1
54, 1
55, 1
56, 1
57, 1
58, 1
59, 1
60, 1
61, 1
62, 1
63, 1
64, 1
65, 1
66, 1
67, 1
68, 1
69, 1
70, 1
71, 2
72, 2
73, 2
74, 2
75, 2
76, 2
77, 2
78, 2
79, 2
80, 2
81, 2
82, 2
83, 2
84, 2
85, 2
86, 2
87, 2
88, 2
89, 2
90, 3
91, 3
92, 3
93, 3
94, 3
95, 3
96, 3
97, 3
98, 3
99, 3
100, 3
101, 3
102, 3
103, 3
104, 3
105, 3
106, 3
107, 3
108, 3
109, 3
110, 3
111, 3
112, 3
113, 3
114, 3
115, 3
116, 3
117, 3
118, 3
119, 3
120, 3
121, 3
122, 3
123, 3
124, 3
125, 3
126, 3
127, 3
128, 3
129, 3
130, 3
131, 3
132, 3
133, 3
134, 3
135, 3
136, 3
137, 3
138, 3
139, 3
140, 3
141, 3
142, 3
143, 3
144, 3
145, 3
146, 3
147, 3
148, 3
149, 3
150, 3
151, 3
152, 3
153, 3
154, 3
155, 3
156, 3
157, 3
158, 3
159, 3
160, 3
161, 3
162, 3
163, 3
164, 3
165, 3
166, 3
167, 3
168, 3
169, 3
170, 3
171, 3
172, 3
173, 3
174, 3
175, 3
176, 3
177, 3
178, 3
179, 3
180, 4
181, 3
182, 3
183, 3
184, 3
185, 3
186, 3
187, 3
188, 3
189, 3
190, 3
191, 3
192, 3
193, 3
194, 3
195, 4
196, 3
197, 3
198, 3
199, 3
200, 3
201, 3
202, 4
203, 3
204, 4
205, 3
206, 4
207, 4
208, 3
209, 4
210, 4
211, 4
212, 4
213, 4
214, 4
215, 3
216, 4
217, 4
218, 4
219, 4
220, 4
221, 4
222, 4
223, 3
224, 4
225, 4
226, 4
227, 4
228, 4
229, 4
230, 4
231, 4
232, 4
233, 4
234, 4
235, 4
236, 4
237, 4
238, 4
239, 5
240, 4
241, 4
242, 4
243, 4
244, 4
245, 4
246, 4
247, 4
248, 4
249, 4
250, 4
251, 4
252, 4
253, 4
254, 4
255, 4
256, 4
257, 4
258, 4
259, 4
260, 4
261, 4
262, 4
263, 4
264, 4
265, 4
266, 4
267, 4
268, 4
269, 4
270, 4
271, 4
272, 4
273, 4
274, 4
275, 4
276, 4
277, 4
278, 4
279, 4
280, 4
281, 4
282, 4
283, 4
284, 4
285, 4
286, 4
287, 4
288, 4
289, 4
290, 4
291, 4
292, 4
293, 4
294, 4
295, 4
296, 4
297, 4
298, 4
299, 4
300, 4
301, 4
302, 4
303, 4
